Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Earring design (product.metafields.shopify.earring-design),Fabric (product.metafields.shopify.fabric),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Neckline (product.metafields.shopify.neckline),Ring design (product.metafields.shopify.ring-design),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Included / Russia,Price / Russia,Compare At Price / Russia,Included / Singapore,Price / Singapore,Compare At Price / Singapore,Included / UAE,Price / UAE,Compare At Price / UAE,Included / US Outlying Islands,Price / US Outlying Islands,Compare At Price / US Outlying Islands,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
serpent-queen-set,Serpent Queen Set,"<p data-start=""139"" data-end=""535"">Unleash your inner enchantress with the Serpent Queen Set, a fierce yet elegant pairing that channels mystique and power. This gold-plated Zamac bracelet and matching ring feature serpent-inspired textures and sculptural curves, adorned with striking purple stone accents. The organically twisted design wraps the wrist and finger like ancient regalia, making a bold statement with mythic allure.</p>
<p data-start=""537"" data-end=""549""><strong data-start=""537"" data-end=""549"">Details:</strong></p>
<ul data-start=""551"" data-end=""844"">
<li data-start=""551"" data-end=""612"">
<p data-start=""553"" data-end=""612""><strong data-start=""553"" data-end=""566"">Material:</strong> Gold-plated Zamac with purple stone accents</p>
</li>
<li data-start=""613"" data-end=""660"">
<p data-start=""615"" data-end=""660""><strong data-start=""615"" data-end=""628"">Includes:</strong> Coordinated bracelet and ring</p>
</li>
<li data-start=""661"" data-end=""725"">
<p data-start=""663"" data-end=""725""><strong data-start=""663"" data-end=""674"">Design:</strong> Serpent-inspired with sculptural, twisting forms</p>
</li>
<li data-start=""726"" data-end=""777"">
<p data-start=""728"" data-end=""777""><strong data-start=""728"" data-end=""738"">Style:</strong> Bold, mystical, and statement-making</p>
</li>
<li data-start=""778"" data-end=""844"">
<p data-start=""780"" data-end=""844""><strong data-start=""780"" data-end=""791"">Finish:</strong> Textured, glimmering gold with gemstone highlights</p>
</li>
</ul>",GOLDEN AURA,Apparel & Accessories > Jewelry > Jewelry Sets,Jewelry Set,"",false,Title,Default Title,,,,,,,,MK-SER-412-DEF-JEW-25,0.0,shopify,2,deny,manual,85.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-6307587.jpg?v=1771010470,1,Serpent Queen Set - Jewelry SetMAZONKIKI,false,,,6463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
serpent-queen-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-2555210.jpg?v=1771010470,2,Serpent Queen Set - Jewelry SetMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serpent-queen-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-5873325.jpg?v=1771010470,3,Serpent Queen Set - Jewelry SetMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serpent-queen-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-5833732.jpg?v=1753301692,4,Serpent Queen Set - Jewelry SetMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serpent-queen-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-7724767.jpg?v=1753301692,5,Serpent Queen Set - Jewelry SetMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serpent-queen-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/serpent-queen-set-4496540.jpg?v=1753301692,6,Serpent Queen Set - Jewelry SetMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seafoam-gleam-1,Seafoam Gleam,"<p data-start=""109"" data-end=""498"">Delicate and ethereal, the Seafoam Gleam necklace evokes the shimmering beauty of ocean treasures. Crafted from gold-plated Zamac, this long, elegant piece is adorned with luminous, irregular pearl-like stones that reflect soft pastel tones with every movement. The organic shapes and gentle luster make it a timeless accessory—perfect for layering or wearing as a graceful solo statement.</p>
<p data-start=""500"" data-end=""512""><strong data-start=""500"" data-end=""512"">Details:</strong></p>
<ul data-start=""514"" data-end=""776"">
<li data-start=""514"" data-end=""572"">
<p data-start=""516"" data-end=""572""><strong data-start=""516"" data-end=""529"">Material:</strong> Gold-plated Zamac with pearl-like stones</p>
</li>
<li data-start=""573"" data-end=""617"">
<p data-start=""575"" data-end=""617""><strong data-start=""575"" data-end=""586"">Finish:</strong> Iridescent soft pastel sheen</p>
</li>
<li data-start=""618"" data-end=""667"">
<p data-start=""620"" data-end=""667""><strong data-start=""620"" data-end=""631"">Length:</strong> Long necklace, ideal for layering</p>
</li>
<li data-start=""668"" data-end=""717"">
<p data-start=""670"" data-end=""717""><strong data-start=""670"" data-end=""680"">Style:</strong> Coastal elegance, airy and refined</p>
</li>
<li data-start=""718"" data-end=""776"">
<p data-start=""720"" data-end=""776""><strong data-start=""720"" data-end=""731"">Design:</strong> Asymmetrical pearls with gold-beaded chain</p>
</li>
</ul>",GOLDEN AURA,Apparel & Accessories > Jewelry > Necklaces,Necklace,"",false,Title,Default Title,,,,,,,,MK-SEA-411-DEF-NEC-25,0.0,shopify,2,deny,manual,169.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/seafoam-gleam-5851532.jpg?v=1753244020,1,Seafoam Gleam - NecklaceMAZONKIKI,false,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
seafoam-gleam-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/seafoam-gleam-4907532.jpg?v=1753301688,2,Seafoam Gleam - NecklaceMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seafoam-gleam,Lunar Glow Necklace,"<p data-start=""143"" data-end=""518"">Capture celestial charm with the Lunar Glow Necklace, a luminous blend of elegance and radiance. Crafted from gold-plated Zamac, this piece showcases a series of iridescent white stones, each set in organically contoured bezels that reflect moonlight from every angle. Delicate yet eye-catching, it’s the perfect companion for both daytime shimmer and evening sophistication.</p>
<p data-start=""520"" data-end=""532""><strong data-start=""520"" data-end=""532"">Details:</strong></p>
<ul data-start=""534"" data-end=""796"">
<li data-start=""534"" data-end=""598"">
<p data-start=""536"" data-end=""598""><strong data-start=""536"" data-end=""549"">Material:</strong> Gold-plated Zamac with iridescent white stones</p>
</li>
<li data-start=""599"" data-end=""656"">
<p data-start=""601"" data-end=""656""><strong data-start=""601"" data-end=""612"">Finish:</strong> Hand-polished with natural bezel settings</p>
<ul data-start=""534"" data-end=""796"">
<li data-start=""657"" data-end=""709"">
<p data-start=""659"" data-end=""709""><strong data-start=""659"" data-end=""671"">Closure:</strong> Adjustable chain with lobster clasp</p>
</li>
<li data-start=""710"" data-end=""749"">
<p data-start=""712"" data-end=""749""><strong data-start=""712"" data-end=""722"">Style:</strong> Ethereal, minimal luxury</p>
</li>
</ul>
</li>
<li data-start=""750"" data-end=""796"">
<p data-start=""752"" data-end=""796""><strong data-start=""752"" data-end=""760"">Fit:</strong> Lightweight with a graceful drape</p>
</li>
</ul>",GOLDEN AURA,Apparel & Accessories > Jewelry > Necklaces,Necklace,"",true,Title,Default Title,,,,,,,,MK-LUN-405-DEF-BRA-25,0.0,shopify,2,deny,manual,116.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lunar-glow-2386293.jpg?v=1772570997,1,Lunar Glow - BraceletMAZONKIKI,false,,,191,,,,,,,,,,,,,,,,gold,,,,,gold-plated-1,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
seafoam-gleam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lunar-glow-7780116.jpg?v=1768794916,2,Lunar Glow - BraceletMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seafoam-gleam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lunar-glow-necklace-5899369.jpg?v=1753467341,3,Lunar Glow Necklace - NecklaceMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seafoam-gleam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lunar-glow-necklace-6237379.jpg?v=1753467341,4,Lunar Glow Necklace - NecklaceMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-coil,Sunset Coil,"<p data-start=""113"" data-end=""450"">Wrap your fingers in warmth and power with the Sunset Coil. This sculptural ring features a hammered gold-plated band that coils effortlessly around the finger, culminating in a glowing caramel-hued stone. Its open design allows for flexible sizing, while the textural finish adds depth and artisan appeal. A true ode to the golden hour.</p>
<p data-start=""452"" data-end=""464""><strong data-start=""452"" data-end=""464"">Details:</strong></p>
<ul data-start=""466"" data-end=""717"">
<li data-start=""466"" data-end=""531"">
<p data-start=""468"" data-end=""531""><strong data-start=""468"" data-end=""481"">Material:</strong> Gold-plated Zamac with semi-precious look stone</p>
</li>
<li data-start=""532"" data-end=""584"">
<p data-start=""534"" data-end=""584""><strong data-start=""534"" data-end=""545"">Finish:</strong> Hammered texture with polished bezel</p>
</li>
<li data-start=""585"" data-end=""618"">
<p data-start=""587"" data-end=""618""><strong data-start=""587"" data-end=""595"">Fit:</strong> Adjustable open band</p>
</li>
<li data-start=""619"" data-end=""669"">
<p data-start=""621"" data-end=""669""><strong data-start=""621"" data-end=""631"">Style:</strong> Organic, statement, earthy elegance</p>
</li>
<li data-start=""670"" data-end=""717"">
<p data-start=""672"" data-end=""717""><strong data-start=""672"" data-end=""717"">Comfortable and striking for all-day wear</strong></p>
</li>
</ul>",GOLDEN AURA,Apparel & Accessories > Jewelry > Rings,rings,"",false,Title,Default Title,,,,,,,,MK-SUN-413-DEF-RIN-25,0.0,shopify,2,deny,manual,65.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-1361781.jpg?v=1753301689,1,Sunset Coil - ringsMAZONKIKI,false,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
sunset-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-2942232.jpg?v=1753243510,2,Sunset Coil - ringsMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-6848928.jpg?v=1753301688,3,Sunset Coil - ringsMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-9558129.jpg?v=1753301688,4,Sunset Coil - ringsMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-6062825.jpg?v=1753301688,5,Sunset Coil - ringsMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/3232/4881/files/sunset-coil-8453389.jpg?v=1753301688,6,Sunset Coil - ringsMAZONKIKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lustre-tide,Lustre Tide,"<p data-start=""106"" data-end=""415"">A dance of light and oceanic elegance, the Lustre Tide ring is a tribute to nature’s asymmetry. Featuring a baroque pearl-like stone framed in molten gold plating, it rests atop a delicate double-band design that feels both airy and anchored. Each piece is uniquely shaped, echoing the tides that inspired it.</p>
<p data-start=""417"" data-end=""429""><strong data-start=""417"" data-end=""429"">Details:</strong></p>
<ul data-start=""431"" data-end=""666"">
<li data-start=""431"" data-end=""500"">
<p data-start=""433"" data-end=""500""><strong data-start=""433"" data-end=""446"">Material:</strong> Gold-plated brass with natural-look irregular stone</p>
</li>
<li data-start=""501"" data-end=""558"">
<p data-start=""503"" data-end=""558""><strong data-start=""503"" data-end=""514"">Finish:</strong> Organic bezel with lustrous stone surface</p>
</li>
<li data-start=""559"" data-end=""592"">
<p data-start=""561"" data-end=""592""><strong data-start=""561"" data-end=""569"">Fit:</strong> Adjustable open band</p>
</li>
<li data-start=""593"" data-end=""632"">
<p data-start=""595"" data-end=""632""><strong data-start=""595"" data-end=""605"">Style:</strong> Ethereal, modern natural</p>
</li>
<li data-start=""633"" data-end=""666"">
<p data-start=""635"" data-end=""666""><strong data-start=""635"" data-end=""666"">Each piece is one-of-a-kind</strong></p>
</li>
</ul>",GOLDEN AURA,Apparel & Accessories > Jewelry > Rings,rings,"",false,Title,Default Title,,,,,,,,MK-LUS-406-DEF-RIN-25,0.0,shopify,8,deny,manual,62.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0708/3232/4881/files/lustre-tide-4969307.jpg?v=1753301688,1,Lustre Tide - ringsMAZONKIKI,false,,,200,,,,,,,,,,,,,,,,,,,,,gold-plated-1,,,,band,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
